record_id,merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
REC103264,MCH9845,Misra-Varghese,5912,Pharmacy,Sole Proprietor,Ludhiana,Punjab,2025-12-30,,Active,186.59
REC103265,MCH3964,"Bala, Chanda and Loyal",5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2023-09-05,CFOS0283411374388,Inactive,2002.33
REC103266,MCH8953,Narayan-Uppal,5912,Pharmacy,Private Limited,Ludhiana,Punjab,2025-06-28,AXNQ2993996148384,Active,2726.98
REC103267,MCH8750,Nair Ltd,5699,Apparel,Individual,Jaipur,Rajasthan,2024-03-22,,Active,3874.0
REC103268,MCH3086,Nori-Mishra,5912,Pharmacy,Sole Proprietor,Kolkata,West Bengal,2023-05-20,,Inactive,1788.09
REC103269,MCH4990,"Ramakrishnan, Dey and Thakkar",5411,Grocery Store,Private Limited,Mumbai,Maharashtra,,OWGO7691795560125,Active,
REC103270,MCH4794,Borra-Dutt,7011,Hotel/Lodging,Private Limited,Jaipur,Rajasthan,2024-09-19,XRGH9133437458010,Active,1006.04
REC103271,MCH6262,Saran Ltd,5311,Department Store,Partnership,Mumbai,Maharashtra,2025-08-04,XXXX7596,Inactive,6560.0
REC103272,MCH8146,Bath-Purohit,5942,Books & Stationery,Sole Proprietor,Delhi,Delhi,2025-04-28,XXXX1421,Active,5566.64
REC103273,MCH5387,Hayre-Chaudry,5699,Apparel,Sole Proprietor,Amritsar,Punjab,2023-06-11,XXXX7071,Active,1445.17
REC103274,MCH4827,"Deol, Rastogi and Khatri",4814,Telecom,Sole Proprietor,Lucknow,Uttar Pradesh,2024-05-10,,Active,810.0
REC103275,MCH6819,"Arya, Bassi and Kaur",5999,Miscellaneous Retail,Partnership,Amritsar,Punjab,2025-11-19,,Active,2433.05
REC103276,MCH9826,Rana and Sons,5411,Grocery Store,Private Limited,Bengaluru,Karnataka,2023-07-07,ZBMZ7199667891551,Active,739.28
REC103277,MCH1349,Mital-Narasimhan,5311,Department Store,Private Limited,Jaipur,Rajasthan,2025-02-14,0965472450,Active,538.14
REC103278,MCH2582,Lal PLC,5912,Pharmacy,Sole Proprietor,Delhi,Delhi,2025-09-13,,Active,1344.48
REC103279,MCH8268,Krishnamurthy-Chopra,5942,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2025-09-13,9959196450,Active,1218.95
REC103280,MCH5934,Halder LLC,7011,Hotel/Lodging,Private Limited,Amritsar,Punjab,2023-03-22,CBWB3662425285759,Active,1201.69
REC103281,MCH6556,"Gala, Kale and Manne",5699,Apparel,Partnership,Delhi,Delhi,2025-08-22,,Active,760.0
REC103282,MCH1072,Kalla-Khalsa,5812,Restaurant,Private Limited,Mumbai,Maharashtra,2025-11-10,,Disabled,422.23
REC103283,MCH5979,Mani Group,4131,Transportation,Private Limited,Bengaluru,Karnataka,2024-07-15,,Suspended,4686.23
REC103284,MCH9802,Kashyap LLC,4814,Telecom,Private Limited,Amritsar,Punjab,,4417851194,Inactive,378.5
REC103285,MCH2817,"Hayre, Ramesh and Parikh",4814,Telecom,Individual,Kolkata,West Bengal,2025-04-23,HCIS1374268781822,Active,1790.3
REC103286,MCH2403,Chana-Yohannan,5411,Grocery Store,Partnership,Kolkata,West Bengal,2025-07-28,,Active,574.13
REC103287,MCH2347,"Dara, Ravel and Soni",5912,Pharmacy,Sole Proprietor,Amritsar,Punjab,2023-12-09,LYBJ8156884625938,Active,3169.93
REC103288,MCH3189,Prasad Inc,4814,Telecom,Individual,Lucknow,Uttar Pradesh,2025-07-30,,Active,2516.09
REC103289,MCH1974,Kapoor LLC,4131,Transportation,Partnership,Chennai,Tamil Nadu,2024-05-12,5931788473,Active,
REC103290,MCH2710,"Batta, Shetty and Kalita",5699,Apparel,Individual,Hyderabad,Telangana,2025-08-17,2640797887,Active,109.84
REC103291,MCH2994,Kumar PLC,4814,Telecom,Sole Proprietor,Jalandhar,Punjab,2024-11-13,,Active,653.34
REC103292,MCH1126,"Nayak, Dhaliwal and Soman",5411,Grocery Store,Partnership,Jalandhar,Punjab,2026-02-12,,Active,564.83
REC103293,MCH2157,Parmer-Sinha,5912,Pharmacy,Partnership,Delhi,Delhi,2023-10-22,,Active,1536.42
REC103294,MCH7925,"Bedi, Shroff and Nadkarni",4131,Transportation,Sole Proprietor,Lucknow,Uttar Pradesh,2023-07-07,BECU4208184850705,Active,2480.62
REC103295,MCH4237,"Deshmukh, Ghose and Chhabra",5812,Restaurant,Sole Proprietor,Pune,Maharashtra,2024-02-12,,Blocked,5905.65
REC103296,MCH2902,Samra-Kapur,5411,Grocery Store,Individual,Chennai,Tamil Nadu,2024-04-24,XXXX9404,Active,
REC103297,MCH7744,Nath PLC,5311,Department Store,Individual,Amritsar,Punjab,2026-02-08,,Active,
REC103298,MCH1806,Thaker-Dutt,5699,Apparel,Individual,Ludhiana,Punjab,2024-05-02,1201362088,Active,6418.0
REC103299,MCH1401,Din and Sons,5411,Grocery Store,Individual,Amritsar,Punjab,2025-07-20,2717124397,Active,286.09
REC103300,MCH9692,Parekh-Kurian,5699,Apparel,Individual,Jaipur,Rajasthan,2025-10-20,XXXX0036,Active,
REC103301,MCH5476,Buch Group,5912,Pharmacy,Private Limited,Delhi,Delhi,2024-03-08,,Active,1311.87
REC103302,MCH1059,Prasad Ltd,4814,Telecom,Partnership,Hyderabad,Telangana,2023-03-18,XXXX9900,Active,4187.75
REC103303,MCH6585,Kara-Nath,5699,Apparel,Private Limited,Kolkata,West Bengal,2024-12-29,0436756334,Inactive,2202.59
REC103304,MCH7026,Ganesan-Manda,7011,Hotel/Lodging,Sole Proprietor,Mumbai,Maharashtra,2025-09-30,6953234378,Active,1364.0
REC103305,MCH7949,Vohra-Chaudhary,4131,Transportation,Private Limited,Mumbai,Maharashtra,2023-10-14,,Active,265.37
REC103306,MCH8473,"Tella, Dara and Krish",4814,Telecom,Private Limited,Mumbai,Maharashtra,2025-06-21,,Active,320.84
REC103307,MCH7144,"Char, Kapadia and Palla",5999,Miscellaneous Retail,Private Limited,Mumbai,Maharashtra,2025-03-23,8545782179,Disabled,4555.85
REC103308,MCH1075,Pingle-Mohan,5912,Pharmacy,Sole Proprietor,Ludhiana,Punjab,2025-02-24,XXXX2118,Active,1639.19
REC103309,MCH1736,Barman Inc,4131,Transportation,Partnership,Jaipur,Rajasthan,2025-06-08,,Active,1937.05
REC103310,MCH1365,Ahluwalia-Choudhary,5311,Department Store,Private Limited,Ludhiana,Punjab,2023-10-03,XXXX5844,Active,4292.21
REC103311,MCH4496,"Shroff, Ahuja and Kumar",4814,Telecom,Partnership,Amritsar,Punjab,2025-05-11,5684338286,Active,
REC103312,MCH9091,"Dewan, Hayre and Kala",4131,Transportation,Sole Proprietor,Amritsar,Punjab,,VGTR9380587606414,Closed,4267.28
REC103313,MCH6882,"Thaker, Hans and Chandra",4131,Transportation,Private Limited,Lucknow,Uttar Pradesh,2025-02-10,XXXX2452,Inactive,274.11
REC103314,MCH4736,Suresh-Gola,5942,Books & Stationery,Partnership,Mumbai,Maharashtra,2023-08-24,OCLG6376733151298,Active,885.16
REC103315,MCH3882,Kannan PLC,5912,Pharmacy,Individual,Pune,Maharashtra,2024-06-08,4780136395,Active,1470.9
REC103316,MCH8568,Krishna-Agrawal,4814,Telecom,Partnership,Kolkata,West Bengal,2024-10-25,7283032727,Inactive,412.1
REC103317,MCH2075,"Dhar, Deo and Rau",5912,Pharmacy,Individual,Delhi,Delhi,2024-09-01,0032289516,Active,1584.12
REC103318,MCH4006,Thakur-Narayan,5411,Grocery Store,Private Limited,Amritsar,Punjab,2024-06-23,0693723278,Closed,282.17
REC103319,MCH5236,Basak-Madan,5999,Miscellaneous Retail,Private Limited,Delhi,Delhi,,1939509420,Active,389.03
REC103320,MCH9744,Walia Inc,5942,Books & Stationery,Sole Proprietor,Bengaluru,Karnataka,2024-06-24,XXXX8765,Active,574.28
REC103321,MCH9394,Pal-Taneja,4814,Telecom,Private Limited,Ludhiana,Punjab,2024-01-02,,Closed,311.59
REC103322,MCH3817,Subramanian Group,5311,Department Store,Sole Proprietor,Ludhiana,Punjab,,XXXX6376,Active,3916.72
REC103323,MCH2495,Solanki LLC,5942,Books & Stationery,Private Limited,Delhi,Delhi,2023-05-19,8034024153,Active,1374.43
REC103324,MCH4712,"Zacharia, Shere and Dhar",5912,Pharmacy,Private Limited,Jalandhar,Punjab,2023-04-27,XXXX2361,Active,2235.26
REC103325,MCH2658,"Parmar, Purohit and Bhasin",5812,Restaurant,Sole Proprietor,Bengaluru,Karnataka,,8958415885,Active,548.82
REC103326,MCH4922,Cheema Group,5999,Miscellaneous Retail,Partnership,Hyderabad,Telangana,2024-03-20,,Active,324.81
REC103327,MCH6420,Wadhwa and Sons,5912,Pharmacy,Partnership,Bengaluru,Karnataka,,0724197412,Active,160.44
REC103328,MCH3167,"Grewal, Biswas and Naidu",5411,Grocery Store,Sole Proprietor,Jaipur,Rajasthan,2024-02-19,,Active,2704.22
REC103329,MCH1987,"Dora, Sarma and Biswas",4814,Telecom,Partnership,Mumbai,Maharashtra,2023-01-31,NNVG3490646202999,Active,3268.84
REC103330,MCH5710,Karnik Ltd,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2025-12-24,4751773025,Active,2156.34
REC103331,MCH6789,Sanghvi-Garg,5699,Apparel,Individual,Kolkata,West Bengal,,XXXX2367,Active,8043.93
REC103332,MCH5807,Madan Ltd,5311,Department Store,Sole Proprietor,Jalandhar,Punjab,2023-11-06,XXXX1600,Active,1974.14
REC103333,MCH4389,"Bobal, Chakrabarti and Dash",5912,Pharmacy,Sole Proprietor,Pune,Maharashtra,2026-02-04,,Active,445.95
REC103334,MCH6072,"Bassi, Sarma and Yohannan",5999,Miscellaneous Retail,Sole Proprietor,Chennai,Tamil Nadu,2024-01-14,OFUG5890068758335,Active,1959.53
REC103335,MCH9352,Bains Group,5311,Department Store,Individual,Chennai,Tamil Nadu,2026-01-13,,Inactive,1537.37
REC103336,MCH7619,"Ranganathan, Kumer and Pandya",5311,Department Store,Private Limited,Kolkata,West Bengal,2023-11-02,XXXX7479,Active,
REC103337,MCH6050,"Choudhary, Shanker and Rajan",5812,Restaurant,Individual,Ludhiana,Punjab,2024-03-26,1328212555,Active,
REC103338,MCH2730,Hans LLC,5999,Miscellaneous Retail,Individual,Jaipur,Rajasthan,2025-06-23,,Active,1392.27
REC103339,MCH7773,"Mannan, Rout and Dara",7011,Hotel/Lodging,Individual,Jalandhar,Punjab,,2874939436,Active,649.31
REC103340,MCH4490,"Doshi, Raj and Bumb",5411,Grocery Store,Partnership,Ludhiana,Punjab,2025-07-28,XXXX2409,Active,748.4
REC103341,MCH4031,"Mitra, Bali and Rai",5942,Books & Stationery,Private Limited,Lucknow,Uttar Pradesh,2026-01-12,,Active,9089.26
REC103342,MCH3031,Morar and Sons,5411,Grocery Store,Individual,Pune,Maharashtra,2025-04-23,,Active,4053.43
REC103343,MCH4700,"Rajan, Garg and Ray",5699,Apparel,Individual,Chennai,Tamil Nadu,,ZNYW6274259007166,Active,805.94
REC103344,MCH9517,Menon Inc,7011,Hotel/Lodging,Sole Proprietor,Mumbai,Maharashtra,2023-09-23,XXXX3518,Active,
REC103345,MCH1763,Dhillon Ltd,5311,Department Store,Partnership,Jalandhar,Punjab,2026-02-22,4567982166,Active,231.69
REC103346,MCH7074,Chakrabarti-Rama,4131,Transportation,Individual,Pune,Maharashtra,2025-06-08,3727290380,Active,843.0
REC103347,MCH1948,"Sundaram, Sami and Jha",4814,Telecom,Private Limited,Jaipur,Rajasthan,2024-07-17,4160009756,Active,634.29
REC103348,MCH3680,Pradhan Ltd,4131,Transportation,Private Limited,Hyderabad,Telangana,2025-11-22,HAKD1990878179577,Active,519.26
REC103349,MCH1640,Dash Ltd,5699,Apparel,Sole Proprietor,Jaipur,Rajasthan,2024-11-25,SPQL0474110490629,Active,328.0
REC103350,MCH7095,Deshmukh-Sarna,5999,Miscellaneous Retail,Individual,Bengaluru,Karnataka,2023-06-10,,Active,560.73
REC103351,MCH9457,Som-Ravi,5311,Department Store,Sole Proprietor,Jaipur,Rajasthan,2025-02-19,,Active,672.31
REC103352,MCH3442,"Thaman, Tata and Divan",5411,Grocery Store,Sole Proprietor,Jalandhar,Punjab,2024-07-01,5904029606,Blocked,486.0
REC103353,MCH3974,"Mishra, Baral and Char",5942,Books & Stationery,Sole Proprietor,Chennai,Tamil Nadu,2026-02-22,XXXX0042,Hold,2017.65
REC103354,MCH7736,Kara PLC,5699,Apparel,Individual,Amritsar,Punjab,2024-01-02,,Active,778.45
REC103355,MCH1872,Rege LLC,4814,Telecom,Partnership,Bengaluru,Karnataka,2024-06-26,,Active,768.52
REC103356,MCH7327,"Krish, Dhar and Choudhury",4814,Telecom,Individual,Kolkata,West Bengal,2023-05-22,KDMG5541225124685,Suspended,440.0
REC103357,MCH7194,Shan and Sons,4131,Transportation,Individual,Ludhiana,Punjab,,,Active,983.19
REC103358,MCH6904,"Dora, Buch and Dara",5411,Grocery Store,Individual,Lucknow,Uttar Pradesh,2026-01-27,3574033912,Active,
REC103359,MCH6742,"Garde, Chaudhry and Mistry",7011,Hotel/Lodging,Sole Proprietor,Jalandhar,Punjab,2024-05-03,,Active,646.0
REC103360,MCH2289,Tank-Datta,5812,Restaurant,Private Limited,Hyderabad,Telangana,2025-10-26,2288122436,Active,372.03
REC103361,MCH1674,"Bansal, Babu and Bansal",5699,Apparel,Individual,Chennai,Tamil Nadu,2024-11-03,,Active,811.0
REC103362,MCH7412,Chand-Badal,5812,Restaurant,Private Limited,Mumbai,Maharashtra,2025-08-15,,Inactive,539.2
REC103363,MCH1107,Sen-Das,4814,Telecom,Private Limited,Chennai,Tamil Nadu,2024-09-16,VDXT6754486241555,Active,
REC103364,MCH9858,"Devi, Thaker and Master",5812,Restaurant,Private Limited,Amritsar,Punjab,2024-07-20,,Active,255.83
REC103365,MCH4167,"Thakur, Purohit and Gade",5311,Department Store,Individual,Lucknow,Uttar Pradesh,2024-06-08,XXXX3875,Active,642.28
REC103366,MCH1581,"Nayak, Verma and Sawhney",5311,Department Store,Partnership,Mumbai,Maharashtra,2025-01-11,,Active,3655.93
REC103367,MCH3678,"Ramanathan, Oza and Aggarwal",5699,Apparel,Partnership,Jalandhar,Punjab,2023-04-03,9191196267,Active,1617.86
REC103368,MCH2200,Choudhry-Vig,4814,Telecom,Private Limited,Jaipur,Rajasthan,2023-04-21,JBNG6240536039384,Active,207.14
REC103369,MCH8890,"Kumar, Yogi and Seshadri",5999,Miscellaneous Retail,Sole Proprietor,Lucknow,Uttar Pradesh,2025-01-12,,Active,535.53
REC103370,MCH9424,Sur-Bajaj,5311,Department Store,Sole Proprietor,Bengaluru,Karnataka,2025-04-18,XXXX3219,Active,1902.79
REC103371,MCH2754,Chahal Group,5812,Restaurant,Sole Proprietor,Amritsar,Punjab,2023-09-27,,Active,1452.51
REC103372,MCH5829,Mall LLC,5699,Apparel,Sole Proprietor,Chennai,Tamil Nadu,2023-07-12,,Active,
REC103373,MCH7829,"Tara, Deo and More",5812,Restaurant,Private Limited,Delhi,Delhi,2024-01-13,,Active,1127.59
REC103374,MCH7577,"Gandhi, Golla and Arora",5699,Apparel,Private Limited,Amritsar,Punjab,2023-01-26,XXXX6249,Active,
REC103375,MCH8306,"Wason, Saraf and Dube",7011,Hotel/Lodging,Partnership,Bengaluru,Karnataka,2025-02-15,2587742511,Suspended,67.35
REC103376,MCH5093,Khatri-Kata,5411,Grocery Store,Partnership,Jaipur,Rajasthan,2024-10-28,,Disabled,1344.37
REC103377,MCH1366,"Shah, Roy and Srinivasan",5411,Grocery Store,Sole Proprietor,Kolkata,West Bengal,2023-08-03,5320028837,Active,935.11
REC103378,MCH2189,"Mammen, Balakrishnan and Prakash",5311,Department Store,Sole Proprietor,Jaipur,Rajasthan,2025-05-14,,Active,2363.97
REC103379,MCH9440,Ratti LLC,5311,Department Store,Individual,Jalandhar,Punjab,,MAUW1308281422202,Active,186.6
REC103380,MCH1879,Muni-Sachdeva,5999,Miscellaneous Retail,Individual,Chennai,Tamil Nadu,2023-12-16,XXXX4876,Active,687.52
REC103381,MCH8933,Karpe Inc,5912,Pharmacy,Private Limited,Amritsar,Punjab,,UYYR5964634247104,Active,2968.0
REC103382,MCH6809,Reddy-Bhatt,5699,Apparel,Partnership,Bengaluru,Karnataka,2024-08-05,,Active,2382.0
REC103383,MCH7585,Rattan-Ratti,5699,Apparel,Partnership,Pune,Maharashtra,2026-02-10,,Active,
REC103384,MCH3072,Vora-Soman,5699,Apparel,Individual,Amritsar,Punjab,2026-02-13,DNMO7101498768595,Active,1993.93
REC103385,MCH8352,Tailor and Sons,7011,Hotel/Lodging,Sole Proprietor,Lucknow,Uttar Pradesh,2024-11-06,,Active,1393.59
REC103386,MCH4260,"Kalla, Banerjee and Choudhary",4814,Telecom,Partnership,Ludhiana,Punjab,,,Active,389.14
REC103387,MCH3732,"Bhat, Sarin and Wagle",7011,Hotel/Lodging,Sole Proprietor,Lucknow,Uttar Pradesh,2025-06-23,,Active,604.0
REC103388,MCH8076,Banerjee Group,4814,Telecom,Private Limited,Lucknow,Uttar Pradesh,2025-06-08,,Active,1709.68
REC103389,MCH5490,"Bahl, Kakar and Dara",5699,Apparel,Individual,Hyderabad,Telangana,2025-12-28,JQDE2976951081698,Active,1917.65
REC103390,MCH3715,Bansal Inc,5942,Books & Stationery,Individual,Lucknow,Uttar Pradesh,2024-11-27,,Suspended,2025.81
REC103391,MCH1588,Doctor Ltd,4131,Transportation,Individual,Ludhiana,Punjab,2025-07-27,XXXX2866,Suspended,1791.21
REC103392,MCH6949,"Dada, Suri and Chhabra",7011,Hotel/Lodging,Sole Proprietor,Pune,Maharashtra,2024-01-26,2829880140,Active,333.77
REC103393,MCH4709,Dewan-Jain,4131,Transportation,Partnership,Lucknow,Uttar Pradesh,2025-11-02,KNDG8941878782288,Active,108.08
REC103394,MCH9919,"Ramaswamy, Pall and Bahri",5912,Pharmacy,Private Limited,Mumbai,Maharashtra,2026-02-09,,Active,1346.24
REC103395,MCH7145,Ratti and Sons,5411,Grocery Store,Sole Proprietor,Pune,Maharashtra,2025-07-01,9050093816,Active,1161.56
REC103396,MCH7100,Sanghvi-Pandit,5699,Apparel,Individual,Pune,Maharashtra,2024-07-09,,Active,
REC103397,MCH4459,Suresh-Mane,5311,Department Store,Individual,Kolkata,West Bengal,2023-12-25,6103544959,Inactive,3983.0
REC103398,MCH8968,"Mukherjee, Morar and Desai",5411,Grocery Store,Individual,Amritsar,Punjab,2023-04-09,,Active,8122.94
REC103399,MCH7653,Sama-Yogi,5999,Miscellaneous Retail,Sole Proprietor,Hyderabad,Telangana,2025-01-05,,Active,1041.79
REC103400,MCH4055,Rai PLC,5812,Restaurant,Private Limited,Ludhiana,Punjab,2023-08-12,XXXX0097,Active,283.42
REC103401,MCH4624,"Loke, Swamy and Mishra",5411,Grocery Store,Sole Proprietor,Bengaluru,Karnataka,2023-03-09,,Active,228.0
REC103402,MCH7281,Kalita-Mistry,4814,Telecom,Private Limited,Hyderabad,Telangana,2024-11-24,XXXX5201,Active,2941.71
REC103403,MCH2154,"Chhabra, Walla and Ramakrishnan",5942,Books & Stationery,Sole Proprietor,Ludhiana,Punjab,2023-10-28,,Inactive,1662.0
REC103404,MCH7501,Jayaraman Inc,5311,Department Store,Partnership,Kolkata,West Bengal,2024-03-10,XXXX9347,Active,2898.16
REC103405,MCH6091,Dutt-Nair,5699,Apparel,Private Limited,Kolkata,West Bengal,2023-01-30,9792145375,Active,1466.59
REC103406,MCH7930,"Boase, Barman and Virk",5812,Restaurant,Private Limited,Amritsar,Punjab,2025-05-02,,Active,1076.5
REC103407,MCH7549,Narayan PLC,7011,Hotel/Lodging,Sole Proprietor,Kolkata,West Bengal,2023-02-22,8324142833,Closed,2720.0
REC103408,MCH3172,Kumar and Sons,5311,Department Store,Partnership,Amritsar,Punjab,2026-01-14,,Active,3144.22
REC103409,MCH1063,"Samra, Sur and Venkataraman",5999,Miscellaneous Retail,Private Limited,Chennai,Tamil Nadu,2023-06-13,2476053551,Active,1297.7
REC103410,MCH4599,Majumdar-Choudhary,5411,Grocery Store,Private Limited,Mumbai,Maharashtra,2023-03-05,5607530943,Inactive,1341.81
REC103411,MCH8345,"Srinivas, Bali and Bhatt",7011,Hotel/Lodging,Sole Proprietor,Jalandhar,Punjab,2023-02-08,,Inactive,1909.16
REC103412,MCH7846,Chad-Gole,5999,Miscellaneous Retail,Individual,Mumbai,Maharashtra,2023-08-24,XXXX4268,Active,228.0
REC103413,MCH9302,Savant-Dave,5311,Department Store,Partnership,Bengaluru,Karnataka,2025-08-17,,Active,543.56
REC103414,MCH3072,Varkey-Shanker,5999,Miscellaneous Retail,Partnership,Mumbai,Maharashtra,2024-11-30,,Inactive,852.87
REC103415,MCH9136,Mody Ltd,5411,Grocery Store,Individual,Chennai,Tamil Nadu,2024-07-10,MHEB9502738400073,Active,1976.5
REC103416,MCH3328,"Narang, Lal and Bhalla",5942,Books & Stationery,Sole Proprietor,Kolkata,West Bengal,2024-10-20,XXXX6467,Active,3697.78
REC103417,MCH8145,Dhillon LLC,7011,Hotel/Lodging,Private Limited,Chennai,Tamil Nadu,2025-12-10,,Active,180.43
REC103418,MCH7298,"Sangha, Sangha and Kulkarni",5411,Grocery Store,Individual,Delhi,Delhi,2024-01-28,VEZZ6158628097451,Active,1661.92
REC103419,MCH6825,Viswanathan Ltd,5912,Pharmacy,Partnership,Mumbai,Maharashtra,2023-01-10,7090133493,Active,1083.22
REC103420,MCH5704,Biswas-Yohannan,7011,Hotel/Lodging,Sole Proprietor,Kolkata,West Bengal,,XXXX3443,Active,751.57
REC103421,MCH3055,"Batta, Sha and Dugar",7011,Hotel/Lodging,Private Limited,Chennai,Tamil Nadu,2025-08-18,XXXX2455,Active,262.1
REC103422,MCH1420,"Hayer, Malhotra and Dugar",5311,Department Store,Individual,Pune,Maharashtra,2023-07-08,XXXX5505,Active,1649.54
REC103423,MCH3796,Swaminathan Ltd,5699,Apparel,Partnership,Pune,Maharashtra,2023-02-04,,Active,1024.22
REC103424,MCH1617,Cherian LLC,5311,Department Store,Individual,Hyderabad,Telangana,2024-02-09,4300505477,Active,
REC103425,MCH6743,Patla Inc,4814,Telecom,Private Limited,Mumbai,Maharashtra,2026-02-20,EOKT5528330953242,Active,
REC103426,MCH9220,"Agate, Boase and Kurian",4131,Transportation,Sole Proprietor,Delhi,Delhi,,XXXX4686,Inactive,
REC103427,MCH3161,Mittal-Bawa,5999,Miscellaneous Retail,Private Limited,Jalandhar,Punjab,2023-04-01,,Active,2703.14
REC103428,MCH7111,Kohli-Zachariah,5411,Grocery Store,Partnership,Ludhiana,Punjab,2025-08-04,XXXX9398,Active,585.6
REC103429,MCH9665,Baria and Sons,5699,Apparel,Sole Proprietor,Chennai,Tamil Nadu,2023-08-09,VFLG7914496362461,Suspended,4561.8
REC103430,MCH3594,Om-Tiwari,4131,Transportation,Partnership,Pune,Maharashtra,2024-07-28,VPIP7717372044916,Active,
REC103431,MCH2094,Ratti Ltd,5411,Grocery Store,Sole Proprietor,Bengaluru,Karnataka,,2357394958,Active,4897.48
REC103432,MCH6255,"Gupta, Kibe and Aurora",7011,Hotel/Lodging,Partnership,Lucknow,Uttar Pradesh,2023-10-31,5876602681,Active,3182.0
REC103433,MCH5278,"Sarraf, Peri and Ratti",5999,Miscellaneous Retail,Private Limited,Kolkata,West Bengal,2025-04-27,,Active,1446.64
REC103434,MCH3559,Chokshi Inc,5812,Restaurant,Private Limited,Bengaluru,Karnataka,2024-12-23,XXXX5330,Active,
REC103435,MCH3567,"Ahuja, Mody and Radhakrishnan",5411,Grocery Store,Sole Proprietor,Lucknow,Uttar Pradesh,2023-09-24,,Active,1060.67
REC103436,MCH7164,"Tata, Sachdeva and Palan",4131,Transportation,Individual,Jalandhar,Punjab,2023-08-10,FKFD7859864387581,Active,519.18
REC103437,MCH5245,"Bhatt, Kakar and Boase",5311,Department Store,Individual,Jalandhar,Punjab,2025-06-27,4405470614,Active,2923.74
REC103438,MCH7814,Mallick-Puri,5812,Restaurant,Sole Proprietor,Jaipur,Rajasthan,2024-03-01,,Active,
REC103439,MCH9082,Seshadri Group,5812,Restaurant,Sole Proprietor,Jaipur,Rajasthan,2025-11-24,,Active,862.0
REC103440,MCH2701,"Prabhakar, Saraf and Mand",7011,Hotel/Lodging,Private Limited,Hyderabad,Telangana,2023-01-25,1250735780,Active,2599.41
REC103441,MCH1409,Baral LLC,5912,Pharmacy,Individual,Hyderabad,Telangana,2023-03-06,,Active,
REC103442,MCH6943,Vyas Group,5699,Apparel,Individual,Amritsar,Punjab,2023-04-11,KIUE4469872424797,Active,
REC103443,MCH1498,Deo-Mand,5999,Miscellaneous Retail,Sole Proprietor,Chennai,Tamil Nadu,2025-03-01,,Active,1460.33
REC103444,MCH5367,Reddy-Chakraborty,5699,Apparel,Sole Proprietor,Mumbai,Maharashtra,2025-03-01,WHOV7357855523116,Active,1679.09
REC103445,MCH7262,Loke LLC,4814,Telecom,Partnership,Mumbai,Maharashtra,2023-12-13,XXXX0516,Active,3675.05
REC103446,MCH2157,"Ramaswamy, Sundaram and Sachdev",4131,Transportation,Individual,Hyderabad,Telangana,2023-05-25,,Suspended,1899.0
REC103447,MCH7344,Rama-Shukla,5699,Apparel,Sole Proprietor,Hyderabad,Telangana,2023-10-11,,Active,1447.45
REC103448,MCH1047,"Natarajan, Kashyap and Goel",7011,Hotel/Lodging,Private Limited,Kolkata,West Bengal,2023-08-01,XXXX9448,Active,2594.0
REC103449,MCH6806,Virk-Batra,7011,Hotel/Lodging,Sole Proprietor,Jaipur,Rajasthan,2024-01-04,1113737217,Active,687.46
REC103450,MCH5704,Bhardwaj and Sons,5942,Books & Stationery,Sole Proprietor,Delhi,Delhi,2024-03-09,XXXX2621,Active,885.73
REC103451,MCH4745,"Krishnamurthy, Nath and Chahal",5699,Apparel,Sole Proprietor,Chennai,Tamil Nadu,,,Active,1604.97
REC103452,MCH6523,Ramanathan-Wali,5999,Miscellaneous Retail,Private Limited,Bengaluru,Karnataka,2024-08-27,CTGF7705622759501,Active,2272.75
REC103453,MCH2450,Bail PLC,5812,Restaurant,Private Limited,Hyderabad,Telangana,2024-04-25,XXXX3279,Active,3923.0
REC103454,MCH3075,Bedi-Ramanathan,4131,Transportation,Individual,Jalandhar,Punjab,2023-09-29,XXXX7029,Active,1301.0
REC103455,MCH9185,Om Ltd,5812,Restaurant,Partnership,Kolkata,West Bengal,2025-09-22,RKEJ2980134292377,Closed,311.59
REC103456,MCH9836,"Nori, Malhotra and Deep",7011,Hotel/Lodging,Sole Proprietor,Chennai,Tamil Nadu,,XXXX5684,Active,3007.0
REC103457,MCH4421,Sani LLC,5999,Miscellaneous Retail,Sole Proprietor,Ludhiana,Punjab,2023-05-15,7724162998,Active,901.69
REC103458,MCH6090,Bahl-Ramanathan,7011,Hotel/Lodging,Sole Proprietor,Jalandhar,Punjab,2025-03-10,3270315873,Active,1685.43
REC103459,MCH3688,"Nayak, Brar and Sahni",4814,Telecom,Individual,Chennai,Tamil Nadu,2025-08-20,,Hold,2787.88
REC103460,MCH8131,Sekhon-Agrawal,5999,Miscellaneous Retail,Private Limited,Kolkata,West Bengal,2023-05-15,,Inactive,5430.66
REC103461,MCH7276,Talwar-Kant,4131,Transportation,Partnership,Jaipur,Rajasthan,2023-06-23,,Active,692.16
REC103462,MCH8018,Lad PLC,5411,Grocery Store,Private Limited,Kolkata,West Bengal,2025-03-27,XXXX3019,Active,655.7
