record_id,user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment
REC118201,USR17638,Abha Natarajan,,215430280246,2004-01-16,Jalandhar,Punjab,11505.0,Farmer,2025-06-05 00:00:00,Verified,Low
REC118202,USR10059,Darsh Bhatti,VDRFY3513K,673866403974,,Jalandhar,Punjab,62771.0,Unemployed,2024-06-23 22:19:56,Verified,Medium
REC118203,USR88542,Lajita More,VJUWP5087E,874052255554,1998-05-03,Kolkata,West Bengal,17816.0,Student,2024-09-21 00:00:00,Rejected,Low
REC118204,USR51454,Yash Atwal,,806374009012,1993-11-25,Ludhiana,Punjab,28046.0,Gig Worker,2024-07-18 21:09:43,Verified,Low
REC118205,USR54472,Faqid Dhar,QRBAN3329Q,456788186900,2006-03-25,Jalandhar,Punjab,20080.0,Business Owner,2024-10-24 00:00:00,Verified,Medium
REC118206,USR24673,Dhriti Mahajan,QJTXH0366F,933847701650,1984-10-03,Jaipur,Rajasthan,15184.0,Student,2025-02-12 00:00:00,Verified,Unknown
REC118207,USR39201,Yagnesh Modi,KBZAZ4591P,508979408083,1992-02-20,Kolkata,West Bengal,41570.0,Salaried,2025-02-18 00:00:00,Verified,Low
REC118208,USR40116,Wishi Bera,WQULL1251S,107492230760,1998-06-17,Bengaluru,Karnataka,31959.0,Business Owner,2024-01-31 06:23:55,Verified,High
REC118209,USR96281,Ladli Mukherjee,CTMHP3001O,,1992-02-14,Chennai,Tamil Nadu,10311.0,Self Employed,2025-07-23 00:00:00,Failed,Low
REC118210,USR21730,Megha Chahal,GEBNL2346O,,1988-08-11,Kolkata,West Bengal,47528.0,Freelancer,2024-06-09 00:00:00,Rejected,Medium
REC118211,USR85842,Aarna Chahal,VCQWU0867P,731340312377,,Lucknow,Uttar Pradesh,39688.0,Salaried,2024-04-30 09:22:19,Rejected,High
REC118212,USR70803,Turvi Gupta,GFBVQ1099M,292703187420,2003-02-05,Mumbai,Maharashtra,14331.0,Salaried,2024-10-19 00:00:00,Verified,Low
REC118213,USR62331,Ijaya Acharya,MXPCB8112D,395348290180,1985-02-03,Jalandhar,Punjab,,Student,,Rejected,Low
REC118214,USR72967,Eshana Mohan,DGFUN3948I,401192416443,1972-11-08,Ludhiana,Punjab,20642.0,Gig Worker,2025-07-25 00:00:00,Verified,Low
REC118215,USR92665,Amol Wason,DZTUJ6543P,XXXX-XXXX-6827,2005-10-07,Hyderabad,Telangana,34231.0,Business Owner,2024-09-06 00:00:00,Verified,Medium
REC118216,USR40754,Abhiram Atwal,TGXFR0164W,673921039633,1976-08-09,Bengaluru,Karnataka,,Gig Worker,2024-12-15 00:00:00,Pending,High
REC118217,USR22910,Zilmil Sinha,URRAH8526Y,957078981801,1984-09-16,Jaipur,Rajasthan,16074.0,Salaried,2025-12-28 00:00:00,Verified,Medium
REC118218,USR63723,Sara Ratti,PEYQQ7784L,254899338526,1973-02-24,Delhi,Delhi,,Gig Worker,2025-01-22 00:00:00,Rejected,Low
REC118219,USR82549,Saksham Kumer,NBUFL0344J,,1996-10-07,Delhi,Delhi,11747.0,Retired,2024-05-13 19:22:16,Verified,Medium
REC118220,USR41986,Lila Bhandari,BYRTE1628L,125843409253,1996-07-27,Kolkata,West Bengal,18324.0,Retired,2024-07-12 00:00:00,Verified,Unknown
REC118221,USR22968,Alka Malhotra,LRAVJ1158W,031994369707,1988-01-13,Hyderabad,Telangana,51776.0,Student,2024-01-09 17:59:00,Verified,Unknown
REC118222,USR57119,Champak Bail,NCBRF0816D,017225662742,1992-08-16,Hyderabad,Telangana,13515.0,Salaried,2024-08-23 00:00:00,Verified,Medium
REC118223,USR81575,Tarak Subramanian,TNACW4760H,XXXX-XXXX-9476,2003-09-20,Lucknow,Uttar Pradesh,,Farmer,2026-02-19 00:00:00,Verified,Medium
REC118224,USR74156,Rajata Bhargava,MWCTV2770M,,1969-07-21,Jalandhar,Punjab,46199.0,Gig Worker,2024-09-25 00:00:00,Verified,Low
REC118225,USR75502,Nimrat Boase,PRUNY9412J,732973375949,1981-01-23,Amritsar,Punjab,34674.0,Gig Worker,2025-02-19 00:00:00,Verified,Low
REC118226,USR43097,Tanish Mand,XFOKH1916F,334980884273,1964-07-14,Mumbai,Maharashtra,17767.0,Unemployed,2025-12-21 00:00:00,Verified,Low
REC118227,USR91927,Zaitra Sangha,IAEDG0184O,XXXX-XXXX-8852,1991-04-18,Pune,Maharashtra,,Retired,2024-02-07 00:00:00,Verified,High
REC118228,USR27879,Krishna Mani,YALUN7019J,,1997-09-18,Ludhiana,Punjab,26299.0,Retired,2024-08-25 00:00:00,Pending,Medium
REC118229,USR21307,Peter Baral,PWAQY8373K,060584790716,,Amritsar,Punjab,35604.0,Freelancer,2025-11-05 18:57:22,Rejected,Unknown
REC118230,USR94580,Chaitaly Jaggi,IZJZP5898D,XXXX-XXXX-0111,1986-07-05,Hyderabad,Telangana,8662.0,Self Employed,2025-10-22 02:02:22,Verified,Low
REC118231,USR82670,Dayita Murthy,OJADH5468W,822813944343,2002-02-03,Pune,Maharashtra,26899.0,Gig Worker,2024-03-08 00:00:00,Verified,High
REC118232,USR71503,Michael Kara,OGBXH1692E,XXXX-XXXX-5899,1962-06-17,Mumbai,Maharashtra,42791.0,Unemployed,,Pending,Medium
REC118233,USR27294,Janani Majumdar,MGCHC5465X,558290986970,1975-01-03,Hyderabad,Telangana,59481.0,Salaried,2024-11-10 00:00:00,Verified,High
REC118234,USR60288,Indali Kakar,,576006469333,1991-12-31,Amritsar,Punjab,25799.0,Unemployed,2024-03-30 20:56:57,Verified,Low
REC118235,USR64805,Januja Hari,XWQMG4781B,353281066573,1979-03-19,Bengaluru,Karnataka,,Retired,2025-08-30 00:00:00,In Progress,Low
REC118236,USR97900,Ojasvi Upadhyay,HOVVJ7116R,248688717008,1991-03-22,Jaipur,Rajasthan,46616.0,Retired,2024-09-20 00:00:00,Verified,Medium
REC118237,USR54103,0wen Buch,VLAGP1677G,XXXX-XXXX-3536,1978-04-09,Hyderabad,Telangana,,Salaried,2024-05-25 00:00:00,Verified,Medium
REC118238,USR70024,Rajata Minhas,CVELX7228V,840301991193,1960-01-27,Bengaluru,Karnataka,40238.0,Unemployed,2024-09-24 00:00:00,Verified,Low
REC118239,USR11484,Warda Shetty,KIQAW7376Z,XXXX-XXXX-4077,1991-02-01,Amritsar,Punjab,,Farmer,2024-10-29 00:00:00,Verified,High
REC118240,USR75740,Hema Anand,,800297691535,2004-04-25,Jaipur,Rajasthan,29758.0,Self Employed,2025-05-18 00:00:00,Verified,High
REC118241,USR58500,Hema Nair,DAPDT1644Z,,1995-05-05,Jalandhar,Punjab,15955.0,Farmer,2026-01-20 00:00:00,Under Review,Low
REC118242,USR59184,Amaira Mutti,HGXVE9003E,,1966-09-20,Pune,Maharashtra,,Gig Worker,2026-02-07 00:00:00,Verified,Low
REC118243,USR82746,Jagdish Yogi,ZUBUU7555B,358394484727,,Hyderabad,Telangana,,Gig Worker,2024-12-05 00:00:00,Verified,Medium
REC118244,USR47515,Januja Tara,YMJTM4906T,028121369723,1998-03-05,Jaipur,Rajasthan,22653.0,Freelancer,2025-08-14 00:00:00,In Progress,High
REC118245,USR83062,Abdul Luthra,DGBUI3115A,643118607211,,Mumbai,Maharashtra,9900.0,Business Owner,2024-03-19 00:00:00,Verified,Unknown
REC118246,USR76275,Maanas Kakar,,,2007-05-06,Mumbai,Maharashtra,24900.0,Farmer,2025-12-29 00:00:00,Verified,Low
REC118247,USR42423,Janaki Nagi,,XXXX-XXXX-0084,,Amritsar,Punjab,,Self Employed,2024-07-16 00:00:00,Verified,Medium
REC118248,USR46434,Vasana Walla,FPIFX1343N,509841245768,1984-02-20,Kolkata,West Bengal,15145.0,Unemployed,2024-12-12 00:00:00,In Progress,High
REC118249,USR40921,Balhaar Mohanty,DQEGB0518A,XXXX-XXXX-2160,1973-03-18,Jalandhar,Punjab,16135.0,Business Owner,2025-04-22 00:00:00,Verified,Unknown
REC118250,USR91069,Januja Nagar,BZSFC1052B,527752765735,1972-06-15,Bengaluru,Karnataka,32929.0,Student,,Verified,Low
REC118251,USR86967,Aadhya Borah,RHMPO4239E,847161616942,1973-11-09,Mumbai,Maharashtra,31508.0,Self Employed,2025-05-10 00:00:00,Pending,Medium
REC118252,USR85445,Neha Sha,CFZRB9751T,838314120325,1995-08-31,Kolkata,West Bengal,16078.0,Gig Worker,2024-02-15 00:00:00,Verified,Low
REC118253,USR28226,Lohit Subramaniam,WPTDV8500U,XXXX-XXXX-8296,1968-12-28,Kolkata,West Bengal,7824.0,Farmer,2025-11-15 00:00:00,Verified,Low
REC118254,USR43500,Lajita Khatri,NZGND3725H,164628461786,1982-01-18,Kolkata,West Bengal,45512.0,Freelancer,2025-10-23 00:00:00,Verified,Low
REC118255,USR59240,Ronith Kumer,ACSVU5359U,184806550987,,Jaipur,Rajasthan,25078.0,Freelancer,2025-10-24 08:45:54,Verified,Medium
REC118256,USR55415,Dominic Khare,YOXOE4540T,287556145952,1979-11-07,Ludhiana,Punjab,9150.0,Farmer,2026-02-17 00:00:00,Verified,High
REC118257,USR85586,Vasatika Verma,IJJCG7277Y,546349566766,1967-07-10,Chennai,Tamil Nadu,,Freelancer,2024-11-14 00:00:00,Verified,Medium
REC118258,USR84439,Zayyan Om,RMXVN6086F,615429779738,2001-03-14,Pune,Maharashtra,33938.0,Student,2024-06-12 14:28:00,Verified,High
REC118259,USR13223,Darpan Lalla,UOCRG5932K,735374258242,1999-02-26,Pune,Maharashtra,16140.0,Unemployed,,Under Review,Low
REC118260,USR30215,Arjun Chaudhry,JJLHS1381F,,1999-07-14,Pune,Maharashtra,38123.0,Student,,In Progress,Low
REC118261,USR73031,Advik Dube,,XXXX-XXXX-9989,1971-07-03,Lucknow,Uttar Pradesh,24746.0,Self Employed,2025-08-08 18:42:00,Verified,Medium
REC118262,USR80177,Warinder Rai,RTTHR2968K,703805311823,1965-07-16,Kolkata,West Bengal,27172.0,Freelancer,2025-12-18 20:09:09,Verified,Low
REC118263,USR93633,Panini Mandal,DNZKJ1011K,390417508442,2003-05-21,Pune,Maharashtra,31781.0,Freelancer,,Verified,Low
REC118264,USR34724,Chandani Chana,CDJMH6294C,921775238924,1971-06-04,Amritsar,Punjab,56859.0,Business Owner,2024-03-13 01:30:51,Verified,Low
REC118265,USR16661,Gavin Luthra,PVIPF5857L,970717065058,1987-10-01,Amritsar,Punjab,32078.0,Business Owner,2026-01-20 00:00:00,Verified,Low
REC118266,USR66128,Joshua Dada,LDVRK2002D,,1966-05-08,Ludhiana,Punjab,13452.0,Self Employed,2024-10-03 00:00:00,Verified,Medium
REC118267,USR85679,Karan Jain,JTRZF0231P,590174813070,1995-12-18,Lucknow,Uttar Pradesh,,Student,2025-06-02 00:00:00,Verified,Low
REC118268,USR33073,Odika Som,QAKVH0163G,647934341723,1982-09-16,Chennai,Tamil Nadu,46699.0,Freelancer,2025-08-19 00:00:00,Verified,Medium
REC118269,USR60074,Prisha Vora,,107907344932,1991-09-13,Chennai,Tamil Nadu,103652.0,Business Owner,2024-02-28 00:00:00,Verified,Low
REC118270,USR80461,Omya Sarna,GTBPO3905A,238188281888,1964-12-09,Bengaluru,Karnataka,,Salaried,2024-07-02 04:39:14,Pending,Medium
REC118271,USR76624,Janya Loyal,UNESV8801A,298369816062,1965-02-07,Mumbai,Maharashtra,50345.0,Unemployed,2025-06-25 00:00:00,Pending,High
REC118272,USR69178,Matthew Chawla,UMHQJ2806D,,1961-12-11,Amritsar,Punjab,,Self Employed,2025-12-20 00:00:00,Verified,Low
REC118273,USR45815,Oscar Badami,KJUMU0794O,,1983-03-17,Amritsar,Punjab,11701.0,Retired,2025-05-28 00:00:00,Verified,Medium
REC118274,USR50321,Aadi Malhotra,DJJDF0197A,382613082017,1960-05-23,Hyderabad,Telangana,,Self Employed,2024-04-02 00:00:00,Verified,Medium
REC118275,USR12606,Hardik Vig,VEDKS8408A,182340418463,1995-09-23,Kolkata,West Bengal,39878.0,Retired,2024-05-19 00:00:00,Verified,Medium
REC118276,USR85216,Kamya Lall,CEDUE2961T,158258268464,1980-06-25,Mumbai,Maharashtra,81844.0,Farmer,2025-01-20 00:00:00,Verified,Low
REC118277,USR42822,Upasna Apte,FTQDU0826C,658934788628,1980-05-15,Kolkata,West Bengal,28435.0,Farmer,2025-01-07 00:00:00,Verified,Medium
REC118278,USR45261,Caleb Bawa,HACCZ6074N,XXXX-XXXX-7058,1990-06-08,Bengaluru,Karnataka,36955.0,Farmer,,Verified,Medium
REC118279,USR35331,Hiral Sarna,,709512718052,1999-08-05,Hyderabad,Telangana,13050.0,Farmer,2025-10-17 16:35:00,Pending,Medium
REC118280,USR39396,Hemani Sunder,QSJLR0038W,XXXX-XXXX-4524,1993-03-21,Delhi,Delhi,33845.0,Business Owner,2024-07-02 00:00:00,In Progress,Low
REC118281,USR48767,Gayathri Sabharwal,XFAAM9309R,484990173205,1966-07-14,Chennai,Tamil Nadu,10953.0,Business Owner,2024-03-07 21:54:46,Verified,Medium
REC118282,USR40328,Ikshita Hora,JCEQQ2422H,085699037028,1979-03-06,Delhi,Delhi,15143.0,Farmer,2024-01-15 00:00:00,Verified,Low
REC118283,USR82424,Vidhi Naik,KOYML4195A,909063940573,1995-11-20,Delhi,Delhi,26232.0,Unemployed,2024-10-12 00:00:00,Pending,Medium
REC118284,USR15001,Udyati Tara,NUMGY3989T,892152161076,1963-10-26,Kolkata,West Bengal,46008.0,Salaried,2024-04-15 01:05:05,Verified,Low
REC118285,USR39836,Vrinda Madan,ADSEP8810N,973426745958,,Kolkata,West Bengal,20156.0,Retired,2025-11-02 00:00:00,Verified,Low
REC118286,USR92689,William Sethi,,757007124201,,Amritsar,Punjab,,Business Owner,2025-02-01 00:00:00,Verified,Low
REC118287,USR59447,Mitesh Gokhale,KDGAS1426F,233816851053,1977-11-01,Delhi,Delhi,37087.0,Unemployed,2024-12-24 10:19:42,Verified,Low
REC118288,USR48866,Bhavini Narayanan,LFVQY6086K,,,Hyderabad,Telangana,,Retired,2025-03-31 22:01:00,Verified,Low
REC118289,USR50779,Chaaya Khurana,PRUHX3626O,773915361178,1986-01-19,Delhi,Delhi,36397.0,Gig Worker,2024-06-29 00:00:00,Verified,Low
REC118290,USR39804,Chandresh Pau,MIJJJ2906E,336906269217,1966-07-05,Kolkata,West Bengal,24254.0,Farmer,2026-03-22 00:00:00,Verified,Medium
REC118291,USR85030,Indira Gupta,LEWRI4830S,835549161854,2000-08-21,Pune,Maharashtra,26187.0,Salaried,2024-07-29 00:00:00,Verified,Low
REC118292,USR83301,Mitesh Sant,YCYIE2606P,831610357644,1981-02-18,Hyderabad,Telangana,23981.0,Gig Worker,2024-07-21 00:11:48,Verified,Medium
REC118293,USR72571,Baghyawati Bumb,AUCRO0893W,964647874717,1976-05-10,Delhi,Delhi,36804.0,Unemployed,,Verified,Low
REC118294,USR68022,Rachana Raju,WIDSI6915G,,1981-04-01,Pune,Maharashtra,23900.0,Student,2024-07-26 00:00:00,Verified,Medium
REC118295,USR13960,Falan Saini,JRHCX7821M,710237766347,1976-10-04,Hyderabad,Telangana,51711.0,Business Owner,2024-06-23 00:00:00,Verified,Low
REC118296,USR38910,Omya Pandey,IOTUF6752E,204599687551,1999-07-24,Pune,Maharashtra,35828.0,Salaried,2025-11-23 23:26:00,Under Review,Low
REC118297,USR67758,Elijah Kara,SRMGA0110U,XXXX-XXXX-2775,1988-07-09,Mumbai,Maharashtra,58808.0,Freelancer,2025-09-30 23:34:03,Verified,Low
REC118298,USR87861,Karan Bajaj,OBPYF2435N,670723817160,2000-01-01,Ludhiana,Punjab,42126.0,Freelancer,2025-06-07 00:00:00,Verified,Unknown
REC118299,USR14936,Harini Palla,HNFQD7819P,303446740949,1968-09-21,Jaipur,Rajasthan,72200.0,Self Employed,,Rejected,Medium
REC118300,USR80907,Gaurika Parekh,YKGNB9188U,190475815819,1986-07-14,Hyderabad,Telangana,,Retired,2024-09-06 00:00:00,Rejected,Low
REC118301,USR17884,Hemani Shroff,WQCXM7302J,579574859678,,Ludhiana,Punjab,41863.0,Retired,2024-06-27 19:17:44,Rejected,Low
REC118302,USR71325,Ronith Grewal,XZCZJ6347D,908061768794,,Chennai,Tamil Nadu,15963.0,Salaried,2025-01-03 00:00:00,Verified,Low
REC118303,USR40879,Chatresh Rajagopalan,,563064455236,1987-03-08,Bengaluru,Karnataka,50091.0,Gig Worker,2025-03-21 00:00:00,Verified,Low
REC118304,USR81681,Krishna Dube,NCYPU4628F,545994574879,1969-06-26,Ludhiana,Punjab,15358.0,Student,2025-09-05 00:00:00,Verified,Low
REC118305,USR61371,Chanchal Subramaniam,AQASJ9336S,,2003-01-10,Lucknow,Uttar Pradesh,31831.0,Self Employed,2024-06-14 00:00:00,Verified,Low
REC118306,USR11747,Forum Nanda,WTFXE7741P,476437674918,,Bengaluru,Karnataka,33596.0,Retired,2025-04-30 00:00:00,Rejected,Low
REC118307,USR99486,Bhavya Kashyap,XWXVX2820P,XXXX-XXXX-0905,1988-03-03,Jaipur,Rajasthan,19483.0,Unemployed,2025-07-22 08:01:01,Verified,High
REC118308,USR29898,Yashodhara Kadakia,OSMSN8746D,275733285807,1976-01-14,Lucknow,Uttar Pradesh,33797.0,Student,2024-06-09 00:00:00,Verified,Low
REC118309,USR54936,Ranveer Rastogi,,047044050656,1988-02-21,Kolkata,West Bengal,36682.0,Student,2025-09-03 00:00:00,Verified,Low
REC118310,USR37097,Frado Thaker,LGEZJ2832X,XXXX-XXXX-9087,1986-02-14,Pune,Maharashtra,18710.0,Farmer,2024-12-06 00:00:00,Verified,Low
REC118311,USR50705,Nikita Kuruvilla,BYIXC3566L,,,Amritsar,Punjab,17777.0,Freelancer,2024-02-14 00:00:00,Verified,Low
REC118312,USR25033,Harini Garde,WLOBM3229L,,1995-03-01,Lucknow,Uttar Pradesh,21546.0,Student,2025-09-30 00:00:00,Verified,High
REC118313,USR69408,Abeer Sodhi,UELNO5490P,137009834416,1978-06-14,Jalandhar,Punjab,17737.0,Unemployed,,Verified,High
REC118314,USR22615,Bhavika Dhar,XTRKQ1969F,775705771779,1989-02-15,Hyderabad,Telangana,11638.0,Student,2025-09-13 00:00:00,Verified,Low
REC118315,USR60372,Vaishnavi Sachdev,QSXTU6713V,968798745756,1965-12-10,Kolkata,West Bengal,39319.0,Salaried,2026-02-14 00:00:00,Verified,Medium
REC118316,USR91598,Aarnav Dani,,541939091817,1982-02-14,Mumbai,Maharashtra,,Student,2025-12-19 00:00:00,Verified,Medium
REC118317,USR74975,Theodore Sinha,,081633433030,1990-05-05,Mumbai,Maharashtra,,Unemployed,2026-03-25 00:00:00,Verified,Medium
REC118318,USR38777,Darika Puri,,687987884883,2005-09-04,Jaipur,Rajasthan,,Business Owner,2026-01-25 00:00:00,Verified,Medium
REC118319,USR47458,Sanaya Solanki,BSEQB2554A,576364510258,,Chennai,Tamil Nadu,36261.0,Freelancer,2024-06-22 00:00:00,Verified,Low
REC118320,USR24136,Jagat Padmanabhan,NTFNS7067G,991150877791,2007-03-09,Lucknow,Uttar Pradesh,11371.0,Gig Worker,2026-02-11 00:00:00,Verified,Low
REC118321,USR97154,Ikshita Varkey,WSUBC2042M,078378087528,1987-03-04,Hyderabad,Telangana,13380.0,Gig Worker,2024-06-04 19:40:00,Verified,Medium
REC118322,USR51848,Matthew Pingle,HZFZS8754M,247080503117,1966-06-26,Delhi,Delhi,25771.0,Unemployed,2024-02-02 00:00:00,Verified,Low
REC118323,USR34611,Sachi Kulkarni,CPDZZ7957P,502030311672,1989-05-10,Kolkata,West Bengal,29111.0,Farmer,2025-11-17 00:00:00,Verified,Medium
REC118324,USR12671,Ishaan Bassi,RYQPP7377H,758652995858,2006-08-27,Chennai,Tamil Nadu,32417.0,Retired,2024-08-08 20:02:01,Verified,Medium
REC118325,USR92380,Jacob Kar,TCWNT7168Z,,2002-06-24,Ludhiana,Punjab,,Business Owner,2026-01-14 00:00:00,Verified,Medium
REC118326,USR72782,Darsh Joshi,MBUQC8784S,335361920548,2000-07-06,Bengaluru,Karnataka,31204.0,Freelancer,,Verified,High
REC118327,USR38178,Zayan Jhaveri,MOZUM3655R,634746153835,1969-06-14,Kolkata,West Bengal,20705.0,Student,2024-10-03 00:00:00,Verified,Low
REC118328,USR46188,Xiti Kibe,QBJAR1066Y,152550993061,1976-03-07,Bengaluru,Karnataka,83262.0,Farmer,2024-02-07 16:25:00,Verified,High
REC118329,USR75856,Lipika Munshi,,474333776680,1988-03-29,Mumbai,Maharashtra,8900.0,Student,2025-12-01 00:00:00,Verified,Low
REC118330,USR24196,Tripti Raval,NFVZF7650K,975152998390,1989-11-24,Pune,Maharashtra,,Business Owner,2025-10-31 15:10:00,Verified,Low
REC118331,USR41480,Wahab Subramanian,UCLJW1609B,064857151161,1996-05-23,Bengaluru,Karnataka,45337.0,Farmer,2025-08-17 00:00:00,Verified,Medium
REC118332,USR99094,Ayush Kurian,,355024677091,1996-06-03,Chennai,Tamil Nadu,38822.0,Student,2025-01-16 00:00:00,Verified,Low
REC118333,USR45514,Daksha Virk,BPAUZ7387Q,597725454324,1986-01-06,Ludhiana,Punjab,38210.0,Student,2025-04-17 00:00:00,Under Review,Low
REC118334,USR55238,Ryan Dutt,,586532247612,1999-10-26,Mumbai,Maharashtra,14798.0,Self Employed,2025-06-20 00:00:00,Pending,Unknown
REC118335,USR34269,Eesha Chand,WVQQV8701Y,117804211662,2007-11-08,Jalandhar,Punjab,14461.0,Self Employed,2026-02-11 00:00:00,Rejected,High
REC118336,USR59619,Naveen Anand,YAVLN4798V,576104122659,1975-07-09,Amritsar,Punjab,25171.0,Farmer,2025-07-16 17:00:00,Verified,Medium
REC118337,USR97093,Darpan Yohannan,ADKOI9276N,096705182525,1962-05-21,Jaipur,Rajasthan,26639.0,Gig Worker,2024-06-27 00:00:00,Verified,Low
REC118338,USR59889,Amruta Sagar,,,1972-06-21,Bengaluru,Karnataka,16103.0,Farmer,2026-02-14 00:00:00,Verified,Low
REC118339,USR31680,Tejas Sur,,,1960-09-15,Hyderabad,Telangana,106900.0,Salaried,2024-08-16 18:29:00,Verified,Medium
REC118340,USR15446,Frederick Kaur,UQDWE7022Z,727592029820,1976-10-14,Pune,Maharashtra,46263.0,Gig Worker,2026-01-07 00:00:00,Under Review,Low
REC118341,USR14762,Agastya Varghese,YHKWL2231J,,1967-03-02,Lucknow,Uttar Pradesh,26175.0,Self Employed,2025-11-27 13:53:00,Verified,Medium
REC118342,USR97833,Janaki Sidhu,MEZRN7678K,867834839421,1999-04-02,Amritsar,Punjab,8343.0,Unemployed,2025-01-08 00:00:00,Verified,Low
REC118343,USR40470,Warjas Virk,VMMXM0505J,710417699311,,Chennai,Tamil Nadu,15380.0,Gig Worker,2024-11-17 00:00:00,Verified,Low
REC118344,USR92407,Liam Divan,SLRSD4167S,166171920016,2006-12-23,Amritsar,Punjab,,Unemployed,2025-06-29 00:00:00,Verified,Low
REC118345,USR48322,William Dey,,095967248871,1984-03-14,Pune,Maharashtra,21182.0,Business Owner,,Verified,Medium
REC118346,USR70162,Anvi Dey,LVYTW4236P,987045035088,1986-08-19,Jaipur,Rajasthan,18832.0,Gig Worker,2024-09-25 23:16:00,Verified,Low
REC118347,USR97044,Ekiya Nath,LSCOB5551K,846748401455,1967-05-06,Chennai,Tamil Nadu,32200.000000000004,Freelancer,2026-02-19 00:00:00,Verified,Medium
REC118348,USR87658,Manbir Ka1a,YXLVH8074W,640873315466,1967-08-08,Chennai,Tamil Nadu,,Self Employed,2024-06-02 00:00:00,Verified,Low
REC118349,USR85078,Anjali Seth,,,1998-02-16,Pune,Maharashtra,20225.0,Freelancer,2025-12-27 00:00:00,Verified,Medium
REC118350,USR86789,Yashica Kalita,DFAIZ5047G,522926365945,1991-10-27,Amritsar,Punjab,,Freelancer,2025-02-24 00:00:00,Rejected,Medium
REC118351,USR20941,Janani Kadakia,PIUHC5447K,796514394010,1993-06-16,Bengaluru,Karnataka,16011.0,Student,2025-03-17 08:50:26,Verified,Low
REC118352,USR29028,Kritika Deep,,,1961-12-06,Jaipur,Rajasthan,12944.0,Farmer,2024-04-14 00:00:00,Verified,Medium
REC118353,USR61091,Ishaan Kalla,DXGJG4297J,615528124147,1989-08-05,Delhi,Delhi,26876.0,Self Employed,2024-06-02 00:00:00,Verified,Unknown
REC118354,USR14029,Quincy Badami,QXRQM3822C,527995551843,1999-02-21,Amritsar,Punjab,10138.0,Self Employed,,Verified,Low
REC118355,USR95434,Geetika Gour,OLZPJ0053F,654006590636,1976-03-01,Lucknow,Uttar Pradesh,25072.0,Gig Worker,2026-01-30 23:19:44,Verified,Low
REC118356,USR57907,Ba1haar Mem0n,TJPIU9214P,316504461040,1982-09-25,Jaipur,Rajasthan,21224.0,Freelancer,,Verified,Low
REC118357,USR28042,Kashvi Ranganathan,WCNIH8802P,640980810329,1967-07-13,Chennai,Tamil Nadu,,Unemployed,2025-10-05 22:10:47,Verified,High
REC118358,USR90811,Chanakya Nori,VVQYT7829R,XXXX-XXXX-8972,1999-04-11,Bengaluru,Karnataka,40813.0,Student,,Verified,Medium
REC118359,USR33970,Tarak Viswanathan,LZCHY1986B,723428317294,1995-06-18,Amritsar,Punjab,,Retired,2024-09-18 00:00:00,Verified,Low
REC118360,USR11411,Nilima Narain,RAQWJ5753Y,476859624557,1991-10-08,Bengaluru,Karnataka,13574.0,Salaried,2025-12-29 08:12:12,Verified,Low
REC118361,USR72932,Ekaja Dash,OQMLB4576G,406683086028,1990-05-29,Mumbai,Maharashtra,,Business Owner,2025-11-13 00:00:00,Verified,Low
REC118362,USR99646,Geetika Cherian,,,1981-01-29,Hyderabad,Telangana,,Unemployed,2024-08-09 13:44:00,Verified,Medium
REC118363,USR16942,Aashi Bawa,SVQCO4834Y,716226419208,1983-05-15,Bengaluru,Karnataka,,Salaried,2025-06-23 00:00:00,Verified,Low
REC118364,USR17478,Faris Jayaraman,JRXMH4964E,122438129768,1977-07-24,Lucknow,Uttar Pradesh,5000.0,Unemployed,2024-03-17 06:33:00,Under Review,Low
REC118365,USR67976,Amruta Dubey,IJFQT9869A,870464874625,1974-01-23,Jalandhar,Punjab,45209.0,Freelancer,2024-12-14 00:00:00,Verified,Unknown
REC118366,USR58781,Ati J0shi,EIMGZ2564C,799562849059,1979-02-27,Ludhiana,Punjab,25424.0,Salaried,2025-04-17 06:52:00,Pending,Low
REC118367,USR50864,Ekansh Chandra,XUXKA2241X,,1971-01-18,Amritsar,Punjab,33490.0,Business Owner,2024-05-05 21:01:01,Verified,Medium
REC118368,USR47085,Chakrika Sandhu,,569424962612,2001-07-02,Chennai,Tamil Nadu,10400.0,Business Owner,2024-05-20 00:00:00,Rejected,Low
REC118369,USR86335,Robert Prasad,MPVDI5028X,XXXX-XXXX-2128,1960-05-09,Pune,Maharashtra,6724.0,Farmer,2026-03-26 06:58:00,Verified,Low
REC118370,USR92804,Harrison Krishna,VEYCO0141J,,1960-06-28,Delhi,Delhi,20208.0,Farmer,2025-02-15 05:55:00,Verified,Low
REC118371,USR49898,Lila Bhatia,RRYYL6072M,XXXX-XXXX-3658,1977-05-15,Amritsar,Punjab,44709.0,Unemployed,2024-07-09 00:00:00,Verified,Medium
REC118372,USR51040,Aarna Chander,,,1987-01-13,Amritsar,Punjab,,Student,2025-06-10 00:00:00,Verified,Medium
REC118373,USR49514,Sarthak Parsa,VAUFC0525X,511971236335,1990-02-18,Amritsar,Punjab,21117.0,Salaried,2026-02-21 12:48:22,Verified,Medium
REC118374,USR38513,Pahal Mishra,,,2001-04-25,Hyderabad,Telangana,25111.0,Unemployed,2024-04-14 00:00:00,Verified,Medium
